AGE	SEX	EDUC	WRKSTAT	RICHWORK	SATJOB	LIFE	IMPJOB	INCOME4	HRS1	DEGREE	ANOMIA5	DEGREE2	MAEDUC	PAEDUC	MACOLLEG	PACOLLEG	SATJOB2	MARITAL	AGEWED	SPWRKSTA	SPHRS1	SIBS	ZODIAC	SPEDUC	SPDEG	PARTYID	VOTE92	PRES92	POSTLIFE	HAPPY	HAPMAR	JOBINC	CLASSICL	OPERA	COUNTRY	RINCOM91	TVHOURS	FINRELA	WIFEDUC	HUSBEDUC	INCOMDOL	RINCMDOL	INCOME91
55	2	12	5	0	0	1	5	1	-1	1	2	0	12	98	0	?	?	3	18	0	-1	3	12	97	7	3	2	0	2	3	0	4	5	5	1	0	20	1	?	?	9000	?	8
41	1	14	1	2	2	3	2	4	53	1	1	0	12	12	0	0	2	1	40	1	45	1	12	12	1	4	2	0	1	2	1	2	3	5	3	22	1	4	12	14	?	?	22
43	1	12	1	0	1	0	2	2	46	1	0	0	12	12	0	0	1	3	23	0	-1	2	9	97	7	2	1	3	1	3	0	0	3	3	3	16	3	3	?	?	32500	32500	16
66	2	12	5	0	0	3	2	1	-1	1	1	0	8	8	0	0	?	2	20	0	-1	3	5	97	7	6	1	2	1	2	0	2	2	3	2	12	5	2	?	?	18750	18750	12
29	2	16	2	1	1	3	2	4	24	3	2	1	16	20	1	1	1	1	23	1	40	12	4	16	3	5	1	2	0	2	1	2	2	2	4	12	1	4	16	16	87500	18750	21
41	2	16	1	1	2	3	2	2	40	3	1	1	12	17	0	1	2	3	23	0	-1	0	6	97	7	2	1	1	0	2	0	2	3	4	3	15	2	3	?	?	32500	27500	16
19	2	11	2	1	2	3	2	1	29	0	2	0	16	97	1	?	2	5	0	0	-1	3	7	97	7	1	1	1	0	1	0	4	1	3	3	2	1	3	?	?	21250	2000	13
47	1	18	1	0	4	0	3	4	65	4	0	1	12	12	0	0	2	1	28	7	-1	6	8	12	1	3	1	3	1	3	3	0	3	4	3	20	1	4	12	18	67500	67500	20
49	1	13	1	0	2	0	2	2	40	1	0	0	12	14	0	0	2	3	18	0	-1	3	4	97	7	4	2	0	1	1	0	0	3	4	2	17	3	3	?	?	37500	37500	17
58	1	12	1	0	1	0	2	2	55	1	0	0	98	3	0	0	1	1	18	1	41	7	5	10	0	6	1	2	1	1	1	0	3	3	2	17	2	3	10	12	37500	37500	17
19	2	12	1	0	1	0	1	4	40	1	0	0	17	12	1	1	1	5	0	0	-1	5	4	97	7	5	1	2	1	3	0	0	4	4	5	7	1	3	?	?	?	7500	98
35	1	12	1	2	1	2	2	3	49	1	1	0	12	10	0	0	1	1	24	1	40	5	12	12	1	3	2	0	0	1	1	1	4	4	1	12	3	3	12	12	55000	18750	19
30	2	12	2	1	3	2	1	4	25	1	1	0	97	8	?	0	2	1	26	1	48	5	5	10	1	3	2	0	0	3	1	1	5	5	1	16	0	3	12	10	67500	32500	20
42	1	15	1	1	3	2	3	3	40	2	1	0	12	12	0	0	2	1	20	1	40	5	10	12	1	0	1	1	1	2	1	1	2	4	4	16	2	3	12	15	55000	32500	19
54	2	12	1	1	1	3	1	2	40	1	1	0	11	6	0	0	1	3	20	0	-1	0	3	97	7	4	1	2	1	1	0	4	2	3	2	16	4	3	?	?	32500	32500	16
43	2	12	2	1	3	1	1	1	20	1	1	0	12	8	0	0	2	1	22	4	-1	3	3	12	1	4	1	2	1	3	3	1	3	4	1	1	10	2	12	12	5500	500	5
33	2	16	1	0	1	0	2	3	40	3	0	1	12	11	0	0	1	1	19	1	60	3	7	15	1	5	2	0	1	1	1	0	3	8	1	15	3	3	16	15	45000	27500	18
21	1	12	2	1	2	2	2	3	28	1	2	0	12	12	0	0	2	5	0	0	-1	4	9	97	7	5	2	0	0	2	0	2	8	8	1	6	6	3	?	?	45000	6500	18
26	1	12	1	1	2	3	2	1	65	1	1	0	12	10	0	0	2	1	19	2	20	2	8	14	2	4	1	3	1	2	1	2	2	4	1	11	3	1	14	12	16250	16250	11
42	1	12	1	0	2	0	2	4	42	1	0	0	7	7	0	0	2	1	20	3	-1	6	12	14	1	5	2	0	1	1	1	0	5	5	2	98	2	4	14	12	?	?	98
34	1	17	1	0	1	0	2	2	50	3	0	1	14	12	0	0	1	1	26	2	7	2	7	13	1	6	1	2	1	1	1	0	3	3	3	15	1	3	13	17	32500	27500	16
25	2	15	2	1	4	2	2	2	26	1	1	0	16	9	1	0	2	3	19	0	-1	2	11	97	7	5	2	0	0	2	0	2	2	4	2	10	1	2	?	?	37500	13750	17
43	1	11	1	1	1	3	2	4	42	0	2	0	12	10	0	0	1	1	18	1	40	2	11	13	1	4	1	3	0	1	1	2	5	8	3	19	4	4	13	11	87500	55000	21
65	1	14	1	1	2	3	2	4	40	2	8	0	16	3	1	0	2	1	26	1	50	1	9	12	1	0	1	1	0	2	1	4	1	2	5	18	0	2	12	14	67500	45000	20
20	1	12	2	1	4	3	3	1	20	1	1	0	13	98	0	0	2	5	0	0	-1	2	4	97	7	6	2	0	2	2	0	3	1	5	3	0	0	2	?	?	2000	?	2
22	2	15	1	0	2	0	1	1	30	1	0	0	16	18	1	1	2	5	0	0	-1	1	12	97	7	2	2	0	8	2	0	0	2	4	1	4	0	1	?	?	4500	4500	4
23	2	15	6	0	0	2	1	1	-1	1	2	0	12	16	0	1	?	5	0	0	-1	1	8	97	7	0	1	1	0	2	0	1	5	5	5	0	5	4	?	?	2000	?	2
22	2	15	2	1	1	2	2	1	22	2	1	0	13	14	0	0	1	5	0	0	-1	4	5	97	7	2	1	3	1	2	0	3	3	4	4	5	1	4	?	?	5500	5500	5
22	1	15	2	2	1	3	2	1	25	1	1	0	16	12	1	0	1	5	0	0	-1	2	12	97	7	5	2	0	0	2	0	2	3	5	1	3	3	3	?	?	3500	3500	3
20	2	13	6	0	0	3	3	1	-1	1	1	0	97	20	?	1	?	5	0	0	-1	3	1	97	7	5	2	0	1	1	0	3	4	4	4	0	2	3	?	?	2000	?	2
41	1	13	1	2	2	2	2	2	40	1	2	0	13	12	0	0	2	1	24	1	40	3	12	14	1	2	1	1	0	2	2	2	2	4	4	0	2	3	14	13	37500	?	17
21	2	11	7	0	1	0	1	1	-1	0	0	0	11	12	0	0	1	1	19	1	38	0	4	14	2	2	1	3	1	1	1	0	1	4	1	2	4	1	11	14	9000	2000	8
33	1	12	1	0	2	0	2	4	50	1	0	0	12	12	0	0	2	1	22	2	10	3	11	13	1	2	1	3	1	2	2	0	3	4	3	16	3	3	13	12	67500	32500	20
87	2	12	7	0	1	3	3	4	-1	1	2	0	8	8	0	0	1	2	24	0	-1	9	5	97	7	0	1	1	1	1	0	4	2	2	2	0	2	2	?	?	?	?	98
77	2	12	5	0	0	0	3	4	-1	1	0	0	8	8	0	0	?	3	27	0	-1	2	11	97	7	1	3	0	2	2	0	0	3	4	4	0	2	3	?	?	?	?	22
40	1	12	1	0	2	0	2	2	55	0	0	0	12	7	0	0	2	1	21	7	-1	3	1	14	1	2	1	3	1	2	2	0	3	5	2	15	5	2	14	12	32500	27500	16
25	1	16	1	1	2	3	2	2	48	3	8	1	15	20	0	1	2	5	0	0	-1	5	3	97	7	6	1	2	1	2	0	2	1	2	4	8	1	4	?	?	27500	9000	15
51	1	12	1	1	1	3	1	1	55	1	2	0	12	8	0	0	1	1	21	2	8	0	10	12	1	6	1	2	1	1	1	3	4	8	2	11	1	3	12	12	18750	16250	12
32	2	13	7	0	2	2	2	3	-1	1	1	0	12	7	0	0	2	1	20	1	50	3	5	12	1	5	1	2	2	2	2	4	5	5	2	0	3	3	13	12	45000	?	18
30	2	14	7	0	2	2	2	3	-1	1	2	0	12	97	0	?	2	1	26	1	50	2	5	12	1	9	1	3	0	1	1	2	3	3	2	9	5	3	14	12	45000	11250	18
86	1	8	5	0	0	2	3	1	-1	0	2	0	98	98	?	?	?	2	42	0	-1	9	2	97	7	3	2	0	2	2	0	1	9	9	9	0	4	2	?	?	11250	?	9
40	2	16	3	1	2	3	1	4	-1	1	2	0	12	12	0	0	2	1	17	1	40	3	9	12	1	2	2	0	1	1	1	2	3	2	1	12	2	4	16	12	87500	18750	21
46	2	12	2	0	1	0	2	1	20	1	0	0	12	14	0	0	1	3	99	0	-1	1	9	97	7	1	1	1	1	2	0	0	3	4	2	3	4	3	?	?	3500	3500	3
40	2	12	1	1	1	3	1	3	40	1	2	0	13	97	0	?	1	1	21	6	-1	8	1	16	1	2	1	1	1	1	1	2	2	4	1	18	3	4	12	16	45000	45000	18
43	1	10	1	0	1	0	2	4	56	0	0	0	98	9	0	0	1	3	99	0	-1	9	4	97	7	1	1	3	2	1	0	0	2	2	1	21	2	5	?	?	87500	87500	21
46	1	12	1	1	2	2	1	3	50	1	2	0	12	18	0	1	2	1	19	7	-1	2	10	12	1	1	1	3	0	1	1	2	3	3	2	18	1	4	12	12	45000	45000	18
70	2	13	7	0	9	0	3	1	-1	1	0	0	3	6	0	0	?	1	24	5	-1	10	12	8	0	5	1	2	1	1	1	0	1	3	2	0	3	3	13	8	21250	?	13
32	1	12	2	0	2	0	2	3	45	1	0	0	11	12	0	0	2	1	20	1	40	3	3	13	1	1	1	3	2	2	1	0	4	4	2	14	4	3	13	12	55000	23750	19
37	1	12	1	1	1	3	1	3	60	1	2	0	11	10	?	0	1	1	19	2	30	4	5	14	2	1	1	1	0	1	1	1	3	4	2	19	3	4	14	12	55000	55000	19
53	1	12	4	0	2	0	3	1	-1	1	0	0	8	8	0	0	2	5	0	0	-1	13	3	97	7	3	1	8	1	2	0	0	2	4	2	0	1	2	?	?	13750	?	10
32	2	12	7	0	1	0	1	1	-1	1	0	0	11	11	0	0	1	1	24	4	-1	4	2	12	1	0	1	1	1	1	1	0	2	3	3	1	12	2	12	12	2000	500	2
52	1	6	1	0	1	0	2	2	45	0	0	0	12	19	0	1	1	1	19	7	-1	1	4	9	0	5	1	2	1	1	1	0	3	5	1	16	4	4	9	6	32500	32500	16
43	2	12	3	1	2	3	2	1	-1	1	1	0	12	10	0	?	2	3	21	0	-1	3	11	97	7	5	1	9	0	3	0	2	2	4	1	6	4	1	?	?	6500	6500	6
25	1	12	1	1	1	3	1	1	48	1	1	0	12	8	0	0	1	5	0	0	-1	4	7	97	7	5	1	2	1	1	0	4	4	4	3	13	2	4	?	?	21250	21250	13
46	1	12	1	0	1	0	2	3	40	1	0	0	98	98	?	0	1	1	23	2	20	3	4	12	1	4	1	2	1	1	2	0	3	4	1	18	4	3	12	12	45000	45000	18
66	2	14	7	0	1	3	4	2	-1	1	2	0	8	8	0	0	1	1	23	5	-1	7	2	12	1	6	2	0	0	1	2	3	2	3	2	0	5	3	14	12	27500	?	15
42	1	12	1	1	2	1	2	1	38	1	1	0	12	12	0	?	2	3	24	0	-1	7	9	97	7	5	1	1	1	3	0	2	4	4	1	0	2	2	?	?	18750	?	12
38	1	11	1	1	1	1	3	1	48	1	1	0	12	12	0	0	1	3	19	0	-1	1	11	97	7	7	1	3	0	2	0	5	1	3	3	13	2	2	?	?	21250	21250	13
23	1	14	1	0	3	0	1	1	40	1	0	0	12	8	0	0	2	1	21	7	-1	0	2	12	1	2	2	0	2	2	1	0	3	4	3	11	2	2	12	14	16250	16250	11
35	2	12	6	0	0	2	2	1	-1	1	2	0	12	10	0	0	?	1	19	1	40	1	1	12	1	0	1	1	1	2	2	3	2	3	1	0	3	3	12	12	11250	?	9
62	1	14	5	0	0	3	2	4	-1	1	2	0	15	16	0	1	?	1	35	1	40	1	1	15	2	6	1	2	1	1	2	2	2	4	2	0	1	3	15	14	67500	?	20
19	1	11	6	0	0	3	2	1	-1	0	2	0	16	97	1	?	?	5	0	0	-1	2	6	97	7	5	1	2	1	2	0	1	4	4	2	0	3	3	?	?	23750	?	14
19	2	11	6	0	0	3	2	3	-1	0	1	0	16	16	0	0	?	5	0	0	-1	2	7	97	7	5	1	2	8	1	0	3	4	4	1	0	2	3	?	?	55000	?	19
58	2	14	7	0	2	2	2	2	-1	2	1	0	11	97	?	?	2	1	16	1	40	3	10	13	1	6	1	3	1	2	2	3	3	4	3	0	3	3	14	13	32500	?	16
59	2	16	1	0	1	0	1	3	40	3	0	1	8	8	0	0	1	1	26	1	40	1	1	20	4	4	1	2	1	1	1	0	3	3	1	16	1	3	16	20	55000	32500	19
68	2	9	7	0	1	2	1	1	-1	0	1	0	98	98	0	0	1	1	20	5	-1	10	6	12	0	1	2	0	0	2	2	2	4	4	2	0	6	2	9	12	16250	?	11
47	1	13	1	8	2	2	2	1	56	1	2	0	12	98	0	0	2	5	0	0	-1	5	9	97	7	9	1	2	0	2	0	1	4	5	1	12	4	2	?	?	23750	18750	14
19	1	11	6	0	0	3	1	3	-1	0	1	0	18	97	1	?	?	5	0	0	-1	3	3	97	7	0	2	0	0	2	0	1	3	4	5	0	3	3	?	?	45000	?	18
35	1	11	1	1	4	3	2	2	35	0	1	0	98	98	?	?	2	1	30	1	60	1	10	17	3	1	2	0	0	2	2	1	5	5	5	6	3	3	17	11	27500	6500	15
44	2	12	1	1	1	2	1	1	40	1	1	0	9	97	0	?	1	3	18	0	-1	3	11	97	7	1	1	1	1	2	0	2	5	5	2	14	3	3	?	?	23750	23750	14
41	2	11	3	1	1	2	2	2	-1	1	1	0	8	98	0	0	1	3	16	0	-1	2	9	97	7	2	2	0	0	3	0	1	4	5	1	17	2	3	?	?	37500	37500	17
38	2	14	1	2	1	2	2	2	40	2	1	0	8	8	0	0	1	1	28	1	40	7	6	15	1	1	1	1	0	2	1	3	4	4	4	13	2	3	14	15	32500	21250	16
36	2	18	1	0	1	0	2	4	40	4	0	1	11	6	0	0	1	1	23	1	42	8	2	16	3	0	1	1	1	2	1	0	2	2	2	14	1	4	18	16	67500	23750	20
43	1	13	1	1	1	3	2	3	52	1	1	0	12	14	0	0	1	1	27	2	24	0	7	14	1	2	2	0	0	1	1	1	3	3	2	15	5	3	14	13	55000	27500	19
35	2	12	7	0	2	0	9	4	-1	0	0	0	12	97	0	?	2	4	22	0	-1	6	6	97	7	3	2	0	1	3	0	0	2	4	8	0	1	8	?	?	?	?	98
25	1	12	1	8	3	3	2	1	48	0	2	0	12	97	0	?	2	5	0	0	-1	13	11	97	7	3	3	0	1	2	0	1	2	3	2	0	3	2	?	?	2000	?	2
25	1	14	1	1	3	2	2	2	50	1	1	0	12	14	0	0	2	5	0	0	-1	6	1	97	7	0	1	1	0	2	0	2	2	3	3	11	2	2	?	?	37500	16250	17
73	1	14	1	0	1	0	2	4	50	1	0	0	12	3	0	0	1	2	22	0	-1	2	12	97	7	2	1	2	2	3	0	0	8	4	2	0	2	5	?	?	?	?	99
36	1	16	1	1	1	3	2	4	50	3	1	1	14	97	0	?	1	1	24	1	45	3	12	17	3	2	2	0	8	2	1	2	2	8	3	22	1	3	17	16	?	?	22
35	1	13	1	1	1	2	1	4	65	1	1	0	12	6	0	0	1	1	22	1	40	2	10	16	3	4	2	0	0	2	2	3	8	8	1	21	1	4	16	13	87500	87500	21
67	2	12	7	0	9	0	2	4	-1	1	0	0	16	6	1	0	?	1	20	1	48	0	4	16	3	0	1	3	1	1	1	0	3	5	2	0	10	4	12	16	67500	?	20
51	2	13	1	0	1	0	1	3	60	1	0	0	8	14	0	0	1	3	21	0	-1	3	2	97	7	3	1	2	1	1	0	0	1	4	2	17	0	3	?	?	45000	37500	18
58	2	12	1	0	1	0	1	1	40	1	0	0	97	17	?	0	1	3	20	0	-1	3	12	97	7	6	1	2	1	3	0	0	2	4	4	9	4	3	?	?	11250	11250	9
40	2	12	1	2	2	3	2	1	44	1	2	0	5	12	0	0	2	1	27	1	40	1	8	12	8	6	2	0	0	1	1	3	5	4	8	10	5	3	12	12	21250	13750	13
68	1	13	5	0	0	2	1	1	-1	0	2	0	98	97	0	?	?	3	29	0	-1	3	10	97	7	5	1	2	0	2	0	4	1	2	4	0	2	5	?	?	23750	?	14
19	2	8	7	0	3	2	2	1	-1	0	1	0	8	97	0	?	2	5	0	0	-1	5	2	97	7	4	2	0	2	2	0	3	2	4	4	0	4	3	?	?	500	?	1
52	1	12	1	2	1	3	1	4	40	1	1	0	6	3	0	0	1	1	25	1	40	4	5	12	1	0	1	1	1	2	2	4	1	2	3	22	2	3	12	12	?	?	22
53	2	13	1	1	1	3	2	4	35	1	2	0	12	8	0	0	1	1	24	1	60	99	7	15	2	5	2	0	0	1	1	1	2	4	1	9	2	3	13	15	87500	11250	21
63	2	14	2	0	1	0	5	1	2	2	0	0	10	5	0	0	1	1	19	5	-1	0	9	13	1	6	1	2	1	2	2	0	2	3	2	1	2	3	14	13	18750	500	12
75	2	16	5	0	0	2	3	2	-1	3	2	1	13	97	0	?	?	2	29	0	-1	5	10	97	7	5	1	3	0	1	0	3	1	3	5	0	2	3	?	?	27500	?	15
38	2	12	1	0	2	0	2	2	50	1	0	0	12	12	0	0	2	3	29	0	-1	5	8	97	7	5	1	2	1	2	0	0	2	4	2	0	2	3	?	?	32500	?	16
38	2	14	1	0	2	0	2	3	40	2	0	0	12	12	0	0	2	3	25	0	-1	2	5	97	7	5	1	3	1	2	0	0	2	4	2	18	1	3	?	?	45000	45000	18
49	1	16	2	1	2	3	2	1	30	3	1	1	12	11	0	0	2	3	20	0	-1	4	7	97	7	1	1	3	1	2	0	4	2	3	2	6	1	2	?	?	6500	6500	6
50	2	14	2	2	2	2	2	2	16	2	1	0	12	12	0	0	2	1	19	1	60	3	3	17	3	4	1	3	1	2	1	3	2	3	2	5	4	3	14	17	37500	5500	17
78	2	14	5	0	0	2	2	1	-1	1	1	0	8	8	0	0	?	2	19	0	-1	5	9	97	7	1	1	1	1	2	0	3	2	2	2	0	8	2	?	?	7500	?	7
57	1	8	4	2	1	2	2	1	-1	0	1	0	0	0	0	0	1	1	18	4	-1	9	5	12	1	4	2	0	0	1	1	1	8	8	1	2	3	3	12	8	2000	2000	2
69	2	12	5	0	0	3	1	1	-1	1	1	0	98	98	0	0	?	2	20	0	-1	10	6	97	7	0	1	1	0	3	0	2	2	5	3	0	4	2	?	?	16250	?	11
68	2	12	5	0	0	0	2	2	-1	1	0	0	8	8	0	0	?	1	21	5	-1	2	9	12	1	0	1	1	1	2	2	0	3	3	1	0	4	3	12	12	37500	?	17
58	1	12	1	0	1	0	1	2	40	1	0	0	12	6	0	0	1	1	29	1	40	4	5	12	1	6	1	2	1	1	1	0	2	3	1	11	4	3	12	12	37500	16250	17
45	2	13	1	2	2	2	3	3	45	1	1	0	10	12	0	0	2	1	20	1	70	3	11	15	2	4	1	2	1	1	2	2	2	3	1	11	1	3	13	15	55000	16250	19
20	1	12	1	1	2	2	2	2	42	1	1	0	13	15	0	1	2	5	0	0	-1	1	5	97	7	5	2	0	8	2	0	2	1	2	1	4	2	2	?	?	27500	4500	15
78	1	9	2	1	2	2	1	2	12	0	1	0	98	98	0	?	2	1	31	7	-1	8	3	12	1	1	1	3	0	1	1	5	5	5	1	6	5	2	12	9	37500	6500	17
52	1	14	5	0	0	2	2	1	-1	2	1	0	11	8	0	0	?	2	26	0	-1	1	4	97	7	3	1	3	0	2	0	3	3	5	3	0	1	1	?	?	9000	?	8
39	1	14	1	1	1	3	2	1	40	2	1	0	9	6	0	0	1	1	30	3	-1	6	7	14	2	0	1	1	1	1	1	2	4	4	1	8	2	3	14	14	23750	9000	14
81	2	12	5	0	0	0	5	1	-1	1	0	0	0	97	0	?	?	2	32	0	-1	0	4	97	7	3	2	0	1	2	0	0	4	3	3	0	6	3	?	?	4500	?	4
36	2	12	2	0	1	0	3	1	22	1	0	0	4	12	0	0	1	3	18	0	-1	7	6	97	7	3	2	0	8	2	0	0	8	8	2	3	2	2	?	?	6500	3500	6
51	2	0	1	1	1	2	2	1	20	0	1	0	0	0	0	0	1	1	26	1	40	19	4	9	0	5	2	0	0	2	2	1	2	5	1	3	0	2	0	9	11250	3500	9
78	2	18	1	0	1	0	1	2	40	3	0	1	8	10	0	0	1	2	20	0	-1	5	7	97	7	0	1	1	1	2	0	0	1	1	1	16	2	2	?	?	32500	32500	16
25	2	12	1	1	3	1	2	2	40	1	1	0	6	6	0	0	2	1	18	1	40	4	3	10	0	3	2	0	0	2	2	9	8	4	4	11	0	3	12	10	32500	16250	16
36	1	19	1	1	2	3	2	2	42	4	1	1	16	14	1	0	2	1	22	1	40	2	3	14	2	0	1	1	0	2	1	1	2	5	2	17	2	3	14	19	37500	37500	17
33	2	16	7	0	1	3	2	1	-1	3	2	1	12	12	0	0	1	1	22	1	40	5	7	16	3	6	1	2	0	1	1	4	2	4	1	99	3	4	16	16	500	?	1
51	1	12	5	0	0	2	4	3	-1	1	1	0	6	3	0	0	?	1	21	1	24	6	1	12	1	7	1	1	0	2	1	2	2	4	1	0	3	4	12	12	55000	?	19
47	2	14	3	1	1	3	2	3	-1	2	1	0	6	3	0	0	1	1	20	1	50	3	12	8	0	2	1	2	0	1	1	1	2	4	1	11	2	3	14	8	55000	16250	19
21	2	13	2	1	2	3	2	3	35	1	1	0	12	12	0	0	2	5	0	0	-1	1	8	97	7	6	2	0	2	1	0	1	5	5	3	10	1	4	?	?	55000	13750	19
59	2	12	7	0	1	3	2	2	-1	1	1	0	8	8	0	0	1	1	31	5	-1	4	5	12	1	4	2	0	0	1	1	3	2	4	2	0	0	3	12	12	32500	?	16
23	2	11	1	1	1	2	2	4	36	0	2	0	9	98	0	0	1	1	18	4	-1	4	6	12	1	0	2	0	2	2	2	2	4	4	2	98	4	2	11	12	?	?	98
76	1	7	5	0	0	0	1	2	-1	0	0	0	7	99	0	?	?	1	23	7	-1	10	6	12	1	1	1	1	1	2	1	0	4	8	2	0	3	3	12	7	32500	?	16
40	2	12	1	2	1	3	2	3	35	1	2	0	12	12	0	0	1	1	19	1	50	2	6	14	1	5	2	0	1	1	1	2	4	5	2	7	1	3	12	14	45000	7500	18
38	2	12	7	0	1	2	3	1	-1	1	8	0	8	4	0	0	1	1	16	8	-1	9	7	10	0	3	2	0	1	1	1	1	8	8	2	3	5	2	12	10	11250	3500	9
66	2	12	7	0	2	2	2	1	-1	1	2	0	6	99	0	0	2	2	18	0	-1	11	10	97	7	2	2	0	1	2	0	3	3	5	1	0	8	2	?	?	6500	?	6
73	2	7	5	0	0	3	3	1	-1	0	1	0	0	0	0	0	?	2	23	0	-1	9	2	97	7	3	2	0	8	1	0	2	8	4	1	0	5	3	?	?	4500	?	4
80	1	8	5	0	0	0	5	1	-1	0	0	0	98	98	?	0	?	5	0	0	-1	9	5	97	7	5	1	9	1	2	0	0	5	5	2	0	4	3	?	?	3500	?	3
57	2	6	7	0	9	0	5	1	-1	0	0	0	98	98	?	?	?	3	16	0	-1	3	4	97	7	1	2	0	2	3	0	0	4	4	3	0	4	1	?	?	4500	?	4
78	2	11	5	0	0	3	2	1	-1	0	1	0	9	8	0	0	?	2	38	0	-1	0	12	97	7	6	1	2	0	1	0	1	1	1	1	0	7	3	?	?	6500	?	6
66	2	12	5	0	0	2	4	1	-1	1	1	0	7	3	0	0	?	5	0	0	-1	6	9	97	7	5	2	0	1	2	0	3	3	4	1	0	4	2	?	?	4500	?	4
88	1	12	5	0	0	2	2	2	-1	1	2	0	8	8	0	0	?	2	25	0	-1	2	11	97	7	6	1	2	8	1	0	9	2	8	2	0	5	4	?	?	32500	?	16
58	2	12	7	0	9	0	2	2	-1	1	0	0	98	8	?	0	?	1	21	1	40	4	4	12	1	0	1	1	1	1	2	0	2	4	4	0	5	3	12	12	37500	?	17
39	1	12	4	0	4	0	4	1	-1	1	0	0	3	10	0	0	2	5	0	0	-1	3	2	97	7	0	1	1	8	2	0	0	8	8	2	13	3	3	?	?	21250	21250	13
31	2	12	1	0	2	0	2	1	47	1	0	0	12	12	0	0	2	3	18	0	-1	2	7	97	7	5	1	3	1	2	0	0	1	3	4	12	2	1	?	?	18750	18750	12
51	2	16	1	0	1	0	3	2	40	3	0	1	12	14	0	0	1	1	22	1	60	1	5	14	1	4	1	3	1	1	1	0	3	8	1	8	3	3	16	14	27500	9000	15
37	1	17	1	2	2	3	1	1	40	3	1	1	12	14	0	0	2	1	22	7	-1	2	7	16	3	4	1	2	1	2	2	2	2	3	2	14	1	2	16	17	23750	23750	14
32	2	12	2	2	2	2	2	1	18	1	2	0	12	12	0	0	2	1	18	1	35	2	12	12	1	2	2	0	0	2	3	3	3	4	2	3	1	2	12	12	21250	3500	13
73	2	8	5	0	0	2	2	1	-1	0	1	0	8	8	0	0	?	2	22	0	-1	3	12	97	7	6	1	1	0	1	0	1	5	4	1	0	6	2	?	?	6500	?	6
47	1	16	1	0	4	0	3	3	60	3	0	1	12	16	0	1	2	1	22	1	40	1	11	14	1	5	1	2	1	2	1	0	3	4	3	18	1	3	14	16	55000	45000	19
71	2	16	7	0	1	2	2	4	-1	3	1	1	14	7	0	0	1	2	27	0	-1	2	11	97	7	6	1	2	1	1	0	4	2	2	3	0	4	4	?	?	?	?	22
42	1	14	4	1	1	3	1	1	-1	2	1	0	12	12	0	0	1	3	24	0	-1	2	10	97	7	1	1	3	1	3	0	3	2	2	1	0	2	1	?	?	11250	?	9
75	2	12	5	0	0	2	2	1	-1	1	2	0	8	8	0	0	?	2	18	0	-1	0	3	97	7	1	1	1	0	2	0	3	3	3	2	0	4	3	?	?	11250	?	9
72	2	10	7	0	9	3	2	1	-1	0	1	0	98	98	0	0	?	3	20	0	-1	5	3	97	7	3	2	0	0	2	0	5	3	4	2	0	6	3	?	?	4500	?	4
63	2	16	7	0	9	0	2	3	-1	3	0	1	13	15	0	0	?	1	22	1	40	2	2	16	3	6	1	2	8	1	2	0	2	2	3	0	1	4	16	16	55000	?	19
89	2	8	7	0	9	0	5	1	-1	0	0	0	98	98	0	0	?	2	24	0	-1	1	6	97	7	1	1	1	1	2	0	0	1	3	2	0	0	3	?	?	11250	?	9
49	1	4	8	0	0	2	4	1	-1	0	1	0	98	8	0	0	?	1	30	7	-1	10	1	10	0	3	2	0	0	2	3	1	4	4	1	0	3	1	10	4	13750	?	10
64	1	12	1	1	1	2	2	2	40	1	2	0	8	8	0	0	1	1	20	7	-1	1	10	12	1	0	1	1	0	2	2	4	4	5	2	15	2	3	12	12	27500	27500	15
64	2	12	5	0	0	0	1	1	-1	1	0	0	12	97	?	?	?	1	21	5	-1	2	1	7	0	0	2	0	2	1	1	0	1	3	1	2	1	2	12	7	21250	2000	13
46	1	12	5	0	0	1	5	2	-1	1	1	0	12	12	0	0	?	1	25	7	-1	1	6	12	1	9	9	9	1	2	2	3	3	4	1	0	5	3	12	12	37500	?	17
76	2	8	7	0	9	1	2	1	-1	0	1	0	4	97	0	?	?	2	17	0	-1	4	11	97	7	4	2	0	1	3	0	1	4	4	1	0	10	3	?	?	6500	?	6
72	2	12	7	0	9	3	2	1	-1	1	1	0	12	8	0	0	?	1	21	5	-1	7	9	11	0	0	1	1	8	2	1	5	3	5	1	0	4	3	12	11	11250	?	9
77	2	13	5	0	0	0	2	4	-1	1	0	0	12	16	0	1	?	2	27	0	-1	2	10	97	7	4	1	9	1	2	0	0	1	2	2	0	2	3	?	?	?	?	22
27	2	14	1	1	2	2	1	2	40	2	2	0	10	12	0	0	2	1	20	1	55	2	11	14	2	3	2	0	1	1	1	3	5	5	2	11	3	3	14	14	32500	16250	16
21	2	9	7	0	4	3	3	1	-1	1	1	0	8	16	0	0	2	1	18	1	40	2	2	12	1	4	1	3	1	2	2	2	2	2	3	4	2	2	9	12	11250	4500	9
32	2	20	1	1	2	2	2	1	60	3	2	1	14	16	0	1	2	5	0	0	-1	3	1	97	7	5	1	2	1	2	0	2	3	4	2	11	2	2	?	?	16250	16250	11
40	1	20	1	0	1	0	1	3	48	4	0	1	12	16	0	1	1	1	24	2	25	3	8	12	1	2	2	0	1	3	1	0	2	3	4	19	1	4	12	20	55000	55000	19
